rank,risk_id,cluster_id,title,risk_category,business_function,event_type,primary_asset_or_service,score_used,likelihood_used,impact_used,risk_score_baseline,risk_score_adjusted,evidence_strength,confidence,internal_signals_used,internal_outage_refs,recommended_actions_top,framework_mapping,executive_summary,impact_narrative,evidence_count,start_date,end_date,publishers,urls_sample,impact_keywords,entity_summary,cluster_summary
21,RISK-OUTAGE_NETWORK-NETWORK-ED8652FB,CL-000106,Network outage disrupts connectivity to critical services,Technology,Network Infrastructure,OUTAGE_NETWORK,network,8,2,4,8,,Weak,Medium,False,,Increase network redundancy | Improve failover testing,NIST CP-2; NIST SC-5; ISO22301 8.4,Risk signal (Weak): OUTAGE_NETWORK affecting network in Network Infrastructure. Evidence window: 2026-01-20 to 2026-01-20 across 1 source(s). Representative sources: Verizon outage: Analysts and more weigh in - Fierce Network,"OUTAGE_NETWORK affecting network can disrupt Network Infrastructure, causing operational delays and recovery complications.",1,2026-01-20,2026-01-20,Fierce Network,https://news.google.com/rss/articles/CBMihAFBVV95cUxOXzRGZjdYTHNqcU1WOGdhSHgtWngxNmc2MTgxT0ltTGpETVZINjdjWU1paDhJOXFsckp5ZXlWTzdjS0JCbDI1ZF9CajV0MXU3Y0ZNU0pMbjV2Z2N3VWduUk5odlRSXzZSV1NnVzFmUkZaQVpINFM1eHotS2ZDalRrTTlrOFA?oc=5,outage,,OUTAGE_NETWORK affecting network in Network Infrastructure.
22,RISK-OUTAGE_NETWORK-NETWORK-ED8652FB,CL-000107,Network outage disrupts connectivity to critical services,Technology,Network Infrastructure,OUTAGE_NETWORK,network,8,2,4,8,,Weak,Medium,False,,Increase network redundancy | Improve failover testing,NIST CP-2; NIST SC-5; ISO22301 8.4,"Risk signal (Weak): OUTAGE_NETWORK affecting network in Network Infrastructure. Evidence window: 2026-01-21 to 2026-01-21 across 1 source(s). Representative sources: The Verizon outage reveals the end of five-nine network reliability, and it could happen again - PhoneArena","OUTAGE_NETWORK affecting network can disrupt Network Infrastructure, causing operational delays and recovery complications.",1,2026-01-21,2026-01-21,PhoneArena,https://news.google.com/rss/articles/CBMifEFVX3lxTE9ka2l1MmM3VG9CYU5ESDJuVWNGTS03bU1oNEhnNUowaldlV1BDSnNXT2FJdExCckFidEFGbG44QmFxXzU4SmVnS2VFMjhTUXNEdGF5S2pVNEwtSk5BUU1QT2E0Tm8waHlCSVpsZGxSbDlnY2JrMk9aNWxvcHA?oc=5,outage,,OUTAGE_NETWORK affecting network in Network Infrastructure.
23,RISK-OUTAGE_IDENTITY-IDENTITY-18AA8247,CL-000118,Centralized identity/SSO outage disrupts workforce access,Technology,Cloud Infrastructure,OUTAGE_IDENTITY,identity,8,2,4,8,,Weak,Medium,False,,Implement break-glass access for critical systems | Add synthetic login monitoring,NIST IA-2; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_IDENTITY affecting identity in Cloud Infrastructure. Evidence window: 2026-02-04 to 2026-02-04 across 1 source(s). Representative sources: Azure outage disrupts VMs and identity services for over 10 hours - Network World,"OUTAGE_IDENTITY affecting identity can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",1,2026-02-04,2026-02-04,Network World,https://news.google.com/rss/articles/CBMitgFBVV95cUxPaExYeEtZdk5WZVo3Sl9GYVU0c3c2NTIxYVpEU0t1eFNGTnpnWV9xSjlIVERNNFZpMHJJcDR5NkJDVnhnRnk1ZFFiYXhQdlJOU3UxNnRxQlZ3anV1bE12dUJTdDdZVm1OX0Z2aUtmZ2U5M2laZ3ZYQ2Y4OVZFdE40V0hFa0RtQ083YjZ4R2ZKS0lWWnR6cGNQYTY2eS1qZE5nc04tWjg1TUREOTFXa3M0LXduUmRiZw?oc=5,outage,,OUTAGE_IDENTITY affecting identity in Cloud Infrastructure.
24,RISK-OUTAGE_APPLICATION-APPLICATIONS-2C0420ED,CL-000134,Critical application outage disrupts business operations,Technology,Identity & Access Management,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Medium,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Identity & Access Management. Evidence window: 2026-03-02 to 2026-03-02 across 1 source(s). Representative sources: Anthropic Claude Outage: Critical Service Disruption Hits Thousands of AI Users Amid Political Tensions - MEXC,"OUTAGE_APPLICATION affecting applications can disrupt Identity & Access Management, causing operational delays and recovery complications.",1,2026-03-02,2026-03-02,MEXC,https://news.google.com/rss/articles/CBMiR0FVX3lxTE12RmxfNW5VRkFjVllId2ZCRFhGZ2JSRkpVa2NZX0VtaVRKcnRQLVVxa1h6ZkVLRHJJZ1ppRmh0N1JfTzVtOWNj?oc=5,"disruption,outage",,OUTAGE_APPLICATION affecting applications in Identity & Access Management.
25,RISK-OUTAGE_CLOUD_REGION-REGION-3FF9228B,CL-000137,Cloud region outage disrupts hosted workloads,Technology,Physical Infrastructure,OUTAGE_CLOUD_REGION,region,8,2,4,8,,Weak,Medium,False,,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting region in Physical Infrastructure. Evidence window: 2026-03-02 to 2026-03-02 across 1 source(s). Representative sources: AWS UAE data center hit by outage following military strikes across the region - TechRadar,"OUTAGE_CLOUD_REGION affecting region can disrupt Physical Infrastructure, causing operational delays and recovery complications.",1,2026-03-02,2026-03-02,TechRadar,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOSEFWVVptQ3VLVFloYUd0Y240UThEX2FLVk1Yd1hWRlFXMjNEMDN2bWpBdy1VQ3V6QzQwUlVnYnNITndOcUhGNFdXT1NSVlN3dHNnb0IxdVhlM25HeV9WdnNId2Eya015Y2JmQkpXOXFBSFdwZm9hTVc3ZjA1NEZYX2x2YmpDT0diWnRGdVNtMGg4ZUt5Nkd5TVJzNUVYZWJXUFpzMDQ4cFhxSm8?oc=5,outage,,OUTAGE_CLOUD_REGION affecting region in Physical Infrastructure.
26,RISK-OUTAGE_APPLICATION-APPLICATIONS-7FC4D717,CL-000146,Critical application outage disrupts business operations,Technology,Distribution Operations,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Medium,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Distribution Operations. Evidence window: 2026-03-07 to 2026-03-07 across 1 source(s). Representative sources: Signs of Widespread Software Outage Revealed in June Inventory Data - Cox Automotive Inc.,"OUTAGE_APPLICATION affecting applications can disrupt Distribution Operations, causing operational delays and recovery complications.",1,2026-03-07,2026-03-07,Cox Automotive Inc.,https://news.google.com/rss/articles/CBMifEFVX3lxTE9mN1R5REk2ZGtPR2FfQVNZZmlVa2NxN21xd1FvMTFhX3ZuV3FWM2VicDRzV1BicWUwOU1yTFZ4a3lvUGdJU2dkVVNGQl9mUGtaTVQ3aDZBUjduNWpxemh4Z1J3SENOclJYc0F2S0xDLTlaUE9BczVielZwM1Q?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Distribution Operations.
27,RISK-OUTAGE_APPLICATION-APPLICATIONS-7FC4D717,CL-000147,Critical application outage disrupts business operations,Technology,Distribution Operations,OUTAGE_APPLICATION,applications,8,2,4,8,,Weak,Medium,False,,Add high-availability design or failover | Improve monitoring and alerting,NIST CP-2; NIST CP-10; ISO22301 8.4,Risk signal (Weak): OUTAGE_APPLICATION affecting applications in Distribution Operations. Evidence window: 2026-03-07 to 2026-03-07 across 1 source(s). Representative sources: Used-Vehicle Inventory Decreased Month Over Month as Software Outage Slows Sales and Reporting - Cox Automotive Inc.,"OUTAGE_APPLICATION affecting applications can disrupt Distribution Operations, causing operational delays and recovery complications.",1,2026-03-07,2026-03-07,Cox Automotive Inc.,https://news.google.com/rss/articles/CBMifkFVX3lxTE9EMTRiYWs3aWJxTnBDLW5XM1pvVTNia1VMWEw0b0I2eUxsZlJwaXNwOGRwUEJBbTV5RnJJSVRkWmlWN29kVEMxLXlYcGhXWGhQTzdGUXNCYXRrQzJoZ1FkOWtsblpiNVhUaFlQVkVuR0c0ZXRfV2VJek1IQ1Ffdw?oc=5,outage,,OUTAGE_APPLICATION affecting applications in Distribution Operations.
28,RISK-OUTAGE_CLOUD_REGION-CLOUD-0785DCC0,CL-000167,Cloud region outage disrupts hosted workloads,Technology,Distribution Operations,OUTAGE_CLOUD_REGION,cloud,8,2,4,8,,Weak,Medium,False,,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Distribution Operations. Evidence window: 2026-03-27 to 2026-03-27 across 1 source(s). Representative sources: Warehouse Cloud Outage Costs & Hybrid WMS Solutions | 2026 Report - News and Statistics - IndexBox,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Distribution Operations, causing operational delays and recovery complications.",1,2026-03-27,2026-03-27,IndexBox,https://news.google.com/rss/articles/CBMikwFBVV95cUxNNXlvVFAyMTFUNGVBaUtvRmZzUjFSN3RYODRXbnRGXzdLTVZ2VVBSR2RGSW5oU0p3SXNDelVtWWtrUmZNc1BlSDYzeDJSenFTQ3RIenRxTUZMWVZneXphMGJJcEpSTWduSTA2RWdvWHZmVDBfMzB3OFpJRjRPcWE2NDhhdHdzc3R6NWtVenNwZFVkeVk?oc=5,outage,,OUTAGE_CLOUD_REGION affecting cloud in Distribution Operations.
29,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000169,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,Medium,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2026-04-01 to 2026-04-01 across 1 source(s). Representative sources: Nissan says stolen data came from third-party vendor after hacking group claims breach - The Record from Recorded Future News,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-04-01,2026-04-01,The Record from Recorded Future News,https://news.google.com/rss/articles/CBMiX0FVX3lxTE1pcDN4UlQycndSWnVQUnRlRl9fMHhVNkdSYm1vNUoxR0dTV0RnSVE4bExXUTdETFp6UUpyYmNuNW9hUEVsX3dQSkVMam0yWTVhM3ZCTkZOV3ZFMmFSTVFj?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
30,RISK-OUTAGE_CLOUD_REGION-CLOUD-B5107001,CL-000175,Cloud region outage disrupts hosted workloads,Technology,Cloud Infrastructure,OUTAGE_CLOUD_REGION,cloud,8,2,4,8,,Weak,Medium,False,,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure. Evidence window: 2026-04-07 to 2026-04-07 across 1 source(s). Representative sources: Critical cloud outage risk remains significant despite decline in occurrence: Parametrix - Reinsurance News,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",1,2026-04-07,2026-04-07,Reinsurance News,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPdy00Zk9jQWZQUVpWTF9SQ3oybENPMzBDaXEzMk94SlZqQ0dOa2c5MW1DREdmazEtV2taVFJCcjBUSkFSRGEzSVpnbDdQSnN2UTFrQTQ0cmsxRTcxMVh4bWlCXzNtRlQ2M0dDeDVZOHFtZ1pOTHI0LW1DcHVTN1d5S3hieGNWT3VUazRXcFp4bFlWUlVTTy1IN3ZsSWl2U3VEU0hhcThacDFpYVgzMmNRbTdfWVlSNXdU?oc=5,outage,,OUTAGE_CLOUD_REGION affecting cloud in Cloud Infrastructure.
31,RISK-SECURITY_BREACH-SYSTEMS-C209CBF4,CL-000182,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,systems,8,2,4,8,,Weak,Medium,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting systems in Vendor Risk. Evidence window: 2026-04-20 to 2026-04-20 across 1 source(s). Representative sources: The Vercel Breach: OAuth Supply Chain Attack Exposes the Hidden Risk in Platform Environment Variables - TrendMicro,"SECURITY_BREACH affecting systems can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-04-20,2026-04-20,TrendMicro,https://news.google.com/rss/articles/CBMijAFBVV95cUxOaGU4MDlMS09JSkdmMG5nS0hFdHhNeC05Y1hGMDQwTWZnalE0cE5zOXFHallLUy14NmxlUTlsaUFIU0VHNVp1cXNuMnJmTXpwNUJLT1NuQThsV1pFdzdxN1pZd1lteXVJX3VMZmZMTGFmSXduak9OdmNOSXhtamVrVkF5alR2U3p4T0Z5MA?oc=5,breach,,SECURITY_BREACH affecting systems in Vendor Risk.
32,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000184,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,Medium,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2026-04-20 to 2026-04-20 across 1 source(s). Representative sources: Vercel Breach Tied to Context AI Hack Exposes Limited Customer Credentials - The Hacker News,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-04-20,2026-04-20,The Hacker News,https://news.google.com/rss/articles/CBMiggFBVV95cUxNX2JrcjhkT29BdHhzTWJHa3RQOFRmYlV1VFRLQmdJMVVEUlR4dG03cTd3dGs2VFZmM1RGWGdSR1ZJWktyeExJQS16eW9ISHAxcmN2cnh3THpKQkN4Z3I2V2tRZ01NX2p5UEh4X0tuVlYzX2RuWjM0dkhqR2ZMcC15b3FB?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
33,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000188,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,Medium,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2026-04-21 to 2026-04-21 across 1 source(s). Representative sources: AI tool Vendor compromise leads to Vercel Data Breach - Cybersecurity Insiders,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-04-21,2026-04-21,Cybersecurity Insiders,https://news.google.com/rss/articles/CBMimAFBVV95cUxQWHdzMzNkMUI0cU1ZQWRFZnYxZl84OGtpaXQ0OTNkRlpJWTl6MVI3OHkteDlac1N3cXM0MVZLZWhHa3BERjdfZUpwdEc5ZU91WVdvTEJMZUhiVldfOVFONHRQQVQ3Y3cyMzhJOHNzMUREd3hSQUFWU0JVUUF0LU45allFX1NXSlpteF96c3AyZTlrT2VQbHdEdw?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
34,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000189,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,Medium,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2026-04-21 to 2026-04-21 across 1 source(s). Representative sources: Vercel Customer Data Breach Highlights CX Risks of “Shadow AI” Tools - CX Today,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-04-21,2026-04-21,CX Today,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNdTB3RVNGc21mLUZWRUZLd05FSDhkVmFxZExUQjRtcFZIR0RrU1VUZFVQTHhTdExVc1dpekNmVFJhSkpSUm5uaFpPQXdqQmdFVzZYR3dOOVVLSFhQZGdBemJQTmd3eWxpVndpN3VWVG5FWjV1YzJZT2JVRlU0bzFuUWxGQW5pOGNBUlhGV3dadk5NeXFnR0d2Ukk0c1Z4VkxETjhoeHhFWUhfMVM1TnJSMktBRlJ4VWRYN3dB?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
35,RISK-OUTAGE_NETWORK-NETWORK-C79A7C5B,CL-000191,Network outage disrupts connectivity to critical services,Technology,Cloud Infrastructure,OUTAGE_NETWORK,network,8,2,4,8,,Weak,Medium,False,,Increase network redundancy | Improve failover testing,NIST CP-2; NIST SC-5; ISO22301 8.4,Risk signal (Weak): OUTAGE_NETWORK affecting network in Cloud Infrastructure. Evidence window: 2026-04-22 to 2026-04-22 across 1 source(s). Representative sources: 2026 network outage report and internet health check - Network World | 2026 network outage report and internet health check - Network World,"OUTAGE_NETWORK affecting network can disrupt Cloud Infrastructure, causing operational delays and recovery complications.",1,2026-04-22,2026-04-22,Network World,https://news.google.com/rss/articles/CBMipAFBVV95cUxQV0JCRjM1ZUF6c2NhUDJ4LTFrVEl4blBFb0dFRk9paE5tZnc2ZUNaU28xdnJ3bVhjYzg4WFEteWl2NUIyRkFCd1diTWJxeHhDQUFNOXpDc2NWUC0wSHkwOUVfT2Rma2pxNzZsUUJ4LWhwc1h1MjJpQkxzbUdXTzc1SXhidU9PVVNtYUNtbTFHWHpBeUxQYnVpWGJZUWdJRm9fSllCMg?oc=5,outage,,OUTAGE_NETWORK affecting network in Cloud Infrastructure.
36,RISK-OUTAGE_NETWORK-NETWORK-1D5A7FBA,CL-000198,Network outage disrupts connectivity to critical services,Technology,Physical Infrastructure,OUTAGE_NETWORK,network,8,2,4,8,,Weak,Medium,False,,Increase network redundancy | Improve failover testing,NIST CP-2; NIST SC-5; ISO22301 8.4,Risk signal (Weak): OUTAGE_NETWORK affecting network in Physical Infrastructure. Evidence window: 2026-04-22 to 2026-04-22 across 1 source(s). Representative sources: 2026 network outage report and internet health check - Network World | 2026 network outage report and internet health check - Network World,"OUTAGE_NETWORK affecting network can disrupt Physical Infrastructure, causing operational delays and recovery complications.",1,2026-04-22,2026-04-22,Network World,https://news.google.com/rss/articles/CBMipAFBVV95cUxQV0JCRjM1ZUF6c2NhUDJ4LTFrVEl4blBFb0dFRk9paE5tZnc2ZUNaU28xdnJ3bVhjYzg4WFEteWl2NUIyRkFCd1diTWJxeHhDQUFNOXpDc2NWUC0wSHkwOUVfT2Rma2pxNzZsUUJ4LWhwc1h1MjJpQkxzbUdXTzc1SXhidU9PVVNtYUNtbTFHWHpBeUxQYnVpWGJZUWdJRm9fSllCMg?oc=5,outage,,OUTAGE_NETWORK affecting network in Physical Infrastructure.
37,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000204,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,Medium,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2026-04-24 to 2026-04-24 across 1 source(s). Representative sources: Class action lawsuits filed after Citizens Bank data breach affects a ‘few thousand’ customers - The Boston Globe,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-04-24,2026-04-24,The Boston Globe,https://news.google.com/rss/articles/CBMinAFBVV95cUxQZFBHN21CM052MHdzRmowSG9sS3RjSWI2S1FoVHpZTzZjaHpjR1BjWTdiM2F5S3FZSkhsUEtLMGZ4azhpb1U5dXB0NUs0NzFHSjNKQXhoMTNSb2pGT2dDT1VzUi1vZEJNQlRCWk1mNDljZFY0QU9OTHBZQVN0M2dJR2dseDlBdmh1TlMzNnFMVEFfWVVYNjhldWJSem0?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
38,RISK-SECURITY_BREACH-UNKNOWN-BBF98AB6,CL-000205,Third-party breach increases data exposure and compliance risk,Cyber,Vendor Risk,SECURITY_BREACH,UNKNOWN,8,2,4,8,,Weak,Medium,False,,Strengthen third-party security requirements | Improve monitoring/detection,NIST AC-3; NIST SI-4; NIST SA-9,Risk signal (Weak): SECURITY_BREACH affecting UNKNOWN in Vendor Risk. Evidence window: 2026-04-24 to 2026-04-24 across 1 source(s). Representative sources: Udemy Data Breach - ShinyHunters Allegedly Claims Compromise of 1.4M User Records - CyberSecurityNews,"SECURITY_BREACH affecting UNKNOWN can disrupt Vendor Risk, causing operational delays and recovery complications.",1,2026-04-24,2026-04-24,CyberSecurityNews,https://news.google.com/rss/articles/CBMiXEFVX3lxTE9hVE40VEE1Yk9IRXJfZ2hBaThGM2s3YzRRU1MteTM5X1NsUEtwN2lYTTVaRkw4MEM3c2dyMVNhc1dKRVdxd0NrdUc5QkFFdEhNbklOZjVqMEUzSmJL0gFiQVVfeXFMT09xN1dvUFo4OUxtc1Q2c3JHUmtYdEMzNWp3dFVfc0JfT0JjV1ktbkw3ek81by1IWlJkaXhQMkNFSVpoZlJfSEF3XzVUX3J2TFJuMktRT0xjRnhKV0lJTkUwOFE?oc=5,breach,,SECURITY_BREACH affecting UNKNOWN in Vendor Risk.
39,RISK-REGULATORY_ENFORCEMENT-UNKNOWN-7B3945EE,CL-000206,Regulatory enforcement action increases compliance exposure,Regulatory,Compliance & Governance,REGULATORY_ENFORCEMENT,UNKNOWN,8,2,4,8,,Weak,Medium,False,,Perform gap assessment against applicable requirements | Document evidence and controls,ISO22301; NIST 800-53 (as applicable),Risk signal (Weak): REGULATORY_ENFORCEMENT affecting UNKNOWN in Compliance & Governance. Evidence window: 2026-04-25 to 2026-04-25 across 1 source(s). Representative sources: Overcharging by gas-run vehicles to face enforcement action: Transport Minister - en.bd-pratidin.com,"REGULATORY_ENFORCEMENT affecting UNKNOWN can disrupt Compliance & Governance, causing operational delays and recovery complications.",1,2026-04-25,2026-04-25,en.bd-pratidin.com,https://news.google.com/rss/articles/CBMiYkFVX3lxTE5lS0tGN1RmYklGTFRXaWJxMlpidWxQU09KWWJmOTVPYl9PTG5mZm9GREk2aG9OUWZDaHpQRTctOHpLTkZldXBUbkZJQnVKNVo4Ykw3ZmxKcm9SczdRa1cyZ1NR?oc=5,enforcement,,REGULATORY_ENFORCEMENT affecting UNKNOWN in Compliance & Governance.
40,RISK-OUTAGE_CLOUD_REGION-CLOUD-A6F509E2,CL-000006,Cloud region outage disrupts hosted workloads,Technology,Order Processing,OUTAGE_CLOUD_REGION,cloud,8,2,4,8,,Weak,Low,False,,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Order Processing. Evidence window: 2023-02-17 to 2023-02-17 across 1 source(s). Representative sources: Oracle Cloud and NetSuite hit by global outage - Techzine Global,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Order Processing, causing operational delays and recovery complications.",1,2023-02-17,2023-02-17,Techzine Global,https://news.google.com/rss/articles/CBMinwFBVV95cUxPUFliS2Q0blEyWklPTm8xMk15OEdkbXRtYm1yWFotUHdLMkZVMTRZVUNfR0xKZkkyVktRbHpFZkpvWTRfVFVuTzFrVkNPc3FRbzlWUG5pSlhVUlJOUWNFbzhYdFBuVzZGMmFpVXgwYXNRRGd0Z2xCbzNRWmhaVnNScVdqbVg3T1RqZjlUSmFBYUdVV0NkdW02bmxhS2k0QWs?oc=5,outage,,OUTAGE_CLOUD_REGION affecting cloud in Order Processing.
41,RISK-OUTAGE_CLOUD_REGION-CLOUD-A6F509E2,CL-000007,Cloud region outage disrupts hosted workloads,Technology,Order Processing,OUTAGE_CLOUD_REGION,cloud,8,2,4,8,,Weak,Low,False,,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting cloud in Order Processing. Evidence window: 2023-04-21 to 2023-04-21 across 1 source(s). Representative sources: Outage outrage! Why public cloud is putting data and business at risk - ERP Today,"OUTAGE_CLOUD_REGION affecting cloud can disrupt Order Processing, causing operational delays and recovery complications.",1,2023-04-21,2023-04-21,ERP Today,https://news.google.com/rss/articles/CBMikAFBVV95cUxOS0JKZzZpVVlkYlFRd1RpVjZiNFdTTnNUQ1pkNjh6aTcwZWJfd1hTdzd0MGFIWGJoZGxwbHhpNjNUZWc4Y0VUc2NPVXRZcHFqakgtaFpkUGQ1VU9FbFBVVzFyQ1FrLUFVX1RlX2NWZFNSa2YzdFpQaWpmd29KSHJNUkJfM2hadUppQnREX2RoeUY?oc=5,outage,,OUTAGE_CLOUD_REGION affecting cloud in Order Processing.
42,RISK-OUTAGE_CLOUD_REGION-REGION-880DB94E,CL-000011,Cloud region outage disrupts hosted workloads,Technology,Supplier Integration,OUTAGE_CLOUD_REGION,region,8,2,4,8,,Weak,Low,False,,Implement multi-region failover for critical services | Run regional outage game days,NIST CP-10; NIST CP-2; ISO22301 8.4,Risk signal (Weak): OUTAGE_CLOUD_REGION affecting region in Supplier Integration. Evidence window: 2024-06-21 to 2024-06-21 across 1 source(s). Representative sources: Balkan region hit by major power outage during heatwave - Al Jazeera,"OUTAGE_CLOUD_REGION affecting region can disrupt Supplier Integration, causing operational delays and recovery complications.",1,2024-06-21,2024-06-21,Al Jazeera,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQMzBBNmY1RVFtUnUwZ2Z0bFJXTHNLbDREa08yajRVam5VNkhjSGpFeVFBTnBIc0FJaUs0WGNKWWx5Mk81OTlEVnMzT3VGVUlFX0RlTmNVanpKV3FKbXdTY0xpSGtUY1BBeUV0WjdtQkhWQVkxemNCUjBHUkw4ajNSYlp0OTczRUlW0gGOAUFVX3lxTE1CVFhrUXIycnRTdzltblpndUxKT29VX1RFOGVVaXMwcHg5azMxQ0JjZllqTjhZWmNKbGdjTWVzX3JFNzR6SktXZUFPOERKN1Z5WVRGMjROMWhUU25QckRlRXJHZVpkaEExdmdxY2N6YXdIRzV4NTZrdHRxYUZrRGJYdTVxZEkyOE9kQnJuU3c?oc=5,outage,,OUTAGE_CLOUD_REGION affecting region in Supplier Integration.
